date,tsp_name,loc,tsq
"October 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,128926
"October 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-422
"October 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,128926
"October 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-422
"October 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,127722
"October 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"October 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,114419
"October 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-31422
"October 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,95098
"October 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-31422
"October 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,74675
"October 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-11422
"October 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,115605
"October 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-11422
"October 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,115605
"October 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-11422
"October 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,115605
"October 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-42822
"October 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,47544
"October 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-77022
"October 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,57110
"October 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-91422
"October 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,47544
"October 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-56544
"October 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,47535
"September 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,68244
"September 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,90448
"September 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,90448
"September 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-33184
"September 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,60448
"September 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-10995
"September 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,41178
"September 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-41371
"September 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,60244
"September 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-45024
"September 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,40066
"September 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,65448
"September 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,65448
"September 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,78841
"September 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,103841
"September 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,93637
"September 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,81902
"September 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-76000
"September 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,40066
"September 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,35331
"September 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,52678
"September 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,63902
"September 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-60000
"September 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,10066
"September 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-132000
"September 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,1000
"September 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-153904
"September 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,1000
"September 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-54684
"September 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,25066
"September 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-81000
"September 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,68127
"September 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-91000
"September 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,68127
"September 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-31884
"September 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,68127
"September 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-73069
"September 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,67127
"September 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-79150
"September 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,70927
"September 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-62326
"September 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,67127
"September 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-54451
"September 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,48127
"September 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,83841
"September 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"September 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,20066
"August 31, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 31, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,20599
"August 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,17782
"August 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-62500
"August 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,5696
"August 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-27500
"August 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,14274
"August 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,57641
"August 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-27371
"August 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,67727
"August 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-29355
"August 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,81620
"August 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-29355
"August 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,91824
"August 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-27371
"August 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,32257
"August 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-30355
"August 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,3629
"August 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-64226
"August 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,1000
"August 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-52500
"August 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4274
"August 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-27500
"August 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"August 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,30284
"August 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,55794
"August 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-59871
"August 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,2145
"August 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-52500
"August 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4138
"August 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-52545
"August 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4274
"August 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-84871
"August 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,14907
"August 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-122500
"August 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,7244
"August 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"August 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,32835
"August 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-37500
"August 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,28484
"August 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-150950
"August 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"August 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-68750
"August 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4721
"August 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-128750
"August 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"August 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-116341
"August 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"August 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-5000
"August 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"August 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,0
"August 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,32835
"August 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-68750
"August 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"August 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-73414
"August 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4774
"July 31, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-135706
"July 31, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4200
"July 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-155989
"July 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4200
"July 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-123357
"July 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-57258
"July 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,55147
"July 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,63647
"July 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,107756
"July 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,49535
"July 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,24535
"July 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,24535
"July 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,14969
"July 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-101008
"July 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-161008
"July 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-67258
"July 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-142258
"July 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-71749
"July 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13665
"July 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,75147
"July 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-57258
"July 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,24765
"July 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,24765
"July 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-107144
"July 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-107258
"July 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-124258
"July 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,14765
"July 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-87258
"July 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,24765
"July 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-72258
"July 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-32258
"July 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,21347
"July 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-99258
"July 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-62258
"July 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"July 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-99258
"July 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,9065
"July 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-71885
"July 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4200
"July 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-93693
"July 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4200
"July 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-90258
"July 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4765
"June 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-43378
"June 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,10378
"June 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,4000
"June 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-82268
"June 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,9878
"June 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15458
"June 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,35888
"June 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,35888
"June 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,10378
"June 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,10378
"June 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,35888
"June 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,35888
"June 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-92768
"June 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,10378
"June 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-48913
"June 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,39995
"June 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-35268
"June 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-65268
"June 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-28885
"June 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,25583
"June 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-13885
"June 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,40889
"June 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-13885
"June 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,40889
"June 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,23770
"June 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-25268
"June 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-25268
"June 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-13885
"June 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,22183
"June 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-13885
"June 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,32387
"June 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-13885
"June 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,47693
"June 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,23770
"June 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-13885
"June 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,42982
"June 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15204
"June 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15204
"June 4, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 3, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"June 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15268
"June 2, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,18668
"June 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-15487
"June 1, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,13566
"May 31, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-61703
"May 31, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,54298
"May 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-66669
"May 30, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,54310
"May 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-61669
"May 29, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,54310
"May 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 28, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,54310
"May 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 27, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,69616
"May 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 26, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,69616
"May 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 25, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,69616
"May 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 24, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,69616
"May 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-86669
"May 23, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,54310
"May 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-91669
"May 22, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,54310
"May 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 21, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,51310
"May 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 20, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,105124
"May 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 19, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,105124
"May 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 18, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,105124
"May 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 17, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,100548
"May 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 16, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,64514
"May 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 15, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,82242
"May 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 14, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,59005
"May 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 13, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,89818
"May 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 12, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,89818
"May 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 11, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,89818
"May 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 10, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,60283
"May 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 9, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,91348
"May 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 8, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,95463
"May 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 7, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,79820
"May 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
"May 6, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542524,120430
"May 5, 2019 10:05 PM CT","Caledonia Energy Partners, L.L.C.",542519,-51669
